playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8476390,2021,Joseph Cramarossa,MIN,C,5on5,1,415.0,12.0,0.78,0.76,0.58,0.67,0.63,0.69,0.64,12.0,0.74,0.07,0.05,0.17,0.02,0.4,0.3,0.07,0.07,0.07,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.03,1.0,1.03,0.0,0.01,0.0,0.0,0.08,0.08,0.08,12.0,2.0,0.0,3.0,7.0,2.0,3.0,2.0,5.0,0.0,0.0,2439.0,2.0,0.0,0.0,0.0,6.56,0.64,0.61,0.69,0.65,6.0,3.0,3.0,12.0,1.0,1.0,1.0,8.0,0.0,1.0,0.37,0.0,0.27,0.0,0.0,1.0,12.61,9.0,9.48,0.09,0.27,0.27,0.46,0.49,0.47,2.79,0.2,0.2,0.19,0.19,4.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.09,0.11,0.0,1.0,0.0,0.0,5.71,4.0,3.77,0.05,0.0,0.0,0.25,0.23,0.23,1.87,1.38,35.0,21.0,0.17,0.0,2.0,0.0,2.0,0.0
8476390,2021,Joseph Cramarossa,MIN,C,4on5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476390,2021,Joseph Cramarossa,MIN,C,5on4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475794,2021,Tyler Seguin,DAL,C,other,81,4519.0,97.0,40.66,0.49,0.49,0.51,0.52,0.51,0.5,235.0,13.16,3.34,0.93,2.03,0.46,7.78,4.46,3.24,3.34,3.24,2.0,2.0,13.0,6.0,4.0,23.0,8.0,4.0,0.0,0.0,1.0,0.0,7.0,7.0,9.0,15.0,0.0,0.0,18.0,2.0,0.0,3.0,4.0,11.0,4.0,0.21,1.32,1.81,0.0,2.0,2.0,23.0,19.0,19.0,1.0,0.28,0.0,0.0,3.61,3.61,3.5,97.0,23.0,19.0,4.0,51.0,12.0,11.0,25.0,49.0,18.0,19.0,6342.0,0.0,0.0,0.0,3.0,66.42,15.6,14.8,15.6,14.8,65.0,27.0,28.0,120.0,14.0,6.0,2.0,44.0,28.0,20.0,1.84,3.6,10.15,1.0,3.0,10.0,120.0,92.0,92.0,1.41,1.65,1.65,15.36,15.36,14.61,65.14,16.4,14.85,16.4,14.85,63.0,27.0,26.0,116.0,19.0,5.0,2.0,42.0,26.0,22.0,1.75,3.17,11.48,2.0,4.0,13.0,116.0,90.0,90.0,1.34,2.35,2.35,15.39,15.39,14.41,14.14,14.9,149.0,138.0,0.04,0.0,1.0,0.0,1.0,0.0
8475794,2021,Tyler Seguin,DAL,C,all,81,86598.0,1927.0,45.35,0.57,0.52,0.52,0.49,0.52,0.49,311.0,203.96,22.88,13.5,45.46,6.64,111.71,79.81,22.33,22.75,22.2,17.0,8.0,218.0,62.0,65.0,345.0,49.0,24.0,10.0,2.0,36.0,8.0,88.0,114.0,194.0,256.0,15.0,30.0,464.0,96.0,26.0,48.0,182.0,78.0,20.0,5.42,9.88,7.57,2.0,12.0,10.0,342.65,280.0,278.64,17.0,3.06,3.06,2.31,23.63,23.48,23.08,1927.0,342.0,264.0,258.0,1063.0,225.0,260.0,294.0,1148.0,464.0,364.0,208977.0,30.0,28.0,14.0,33.0,804.71,97.49,89.73,97.35,89.59,832.0,278.0,374.0,1484.0,82.0,69.0,18.0,763.0,233.0,114.0,21.11,28.72,47.67,12.0,26.0,44.0,1480.93,1110.0,1107.89,13.07,19.83,19.83,90.74,90.6,86.04,733.0,73.68,69.87,73.56,69.77,757.0,271.0,323.0,1351.0,77.0,59.0,11.0,742.0,220.0,66.0,21.73,26.9,25.05,28.0,23.0,26.0,1350.17,1028.0,1027.97,10.73,14.06,14.1,70.32,70.21,67.86,164.24,154.36,3096.0,3274.0,0.0,0.0,0.0,0.0,0.0,0.0
8475794,2021,Tyler Seguin,DAL,C,5on5,81,69641.0,1582.0,45.35,0.47,0.54,0.47,0.5,0.47,0.5,317.0,146.25,13.69,9.27,33.97,4.76,77.88,60.43,13.44,13.57,13.31,10.0,2.0,155.0,45.0,37.0,237.0,29.0,17.0,5.0,2.0,22.0,7.0,58.0,91.0,138.0,183.0,14.0,28.0,387.0,91.0,22.0,38.0,138.0,52.0,10.0,4.26,6.71,2.71,2.0,9.0,6.0,234.65,200.0,198.64,16.0,1.93,1.32,1.65,13.97,13.81,13.66,1582.0,216.0,207.0,231.0,928.0,182.0,229.0,223.0,948.0,387.0,299.0,172459.0,28.0,28.0,14.0,30.0,540.46,45.52,44.1,45.36,43.96,566.0,185.0,268.0,1019.0,37.0,35.0,6.0,558.0,148.0,45.0,15.06,17.93,12.53,9.0,17.0,11.0,1015.93,751.0,748.89,7.26,7.81,7.81,44.97,44.83,44.13,603.07,50.57,48.8,50.45,48.69,622.0,229.0,285.0,1136.0,50.0,51.0,9.0,639.0,173.0,39.0,18.1,21.13,11.35,23.0,16.0,11.0,1135.17,851.0,850.97,8.47,11.01,11.04,48.0,47.9,47.0,124.51,107.9,2574.0,2594.0,1.84,3.29,39.0,48.0,26.0,41.0
8475794,2021,Tyler Seguin,DAL,C,4on5,81,827.0,56.0,22.7,0.03,0.21,0.06,0.16,0.08,0.19,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,34.0,1.0,17.0,3.0,9.0,6.0,38.0,21.0,10.0,10506.0,0.0,0.0,0.0,0.0,1.45,0.09,0.09,0.09,0.09,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.01,0.0,0.0,0.1,0.1,0.1,16.58,2.92,2.53,2.92,2.53,20.0,3.0,7.0,30.0,5.0,1.0,0.0,14.0,5.0,4.0,0.32,0.64,1.96,1.0,2.0,2.0,30.0,23.0,23.0,0.39,0.24,0.24,3.06,3.06,2.67,3.87,14.99,53.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0
8475794,2021,Tyler Seguin,DAL,C,5on4,81,11611.0,192.0,42.77,0.92,0.86,0.85,0.85,0.82,0.82,227.0,39.79,5.18,2.99,8.61,1.27,24.23,12.72,5.03,5.18,5.03,5.0,4.0,47.0,8.0,24.0,79.0,12.0,3.0,4.0,0.0,13.0,1.0,21.0,13.0,44.0,52.0,1.0,2.0,34.0,3.0,4.0,7.0,37.0,13.0,5.0,0.89,1.58,2.71,0.0,1.0,2.0,79.0,55.0,55.0,0.0,0.77,1.41,0.32,5.62,5.62,5.5,192.0,99.0,4.0,22.0,67.0,28.0,11.0,40.0,113.0,34.0,21.0,10287.0,2.0,0.0,0.0,0.0,185.59,35.02,29.54,35.02,29.54,192.0,59.0,77.0,328.0,30.0,27.0,10.0,151.0,53.0,47.0,3.85,6.73,24.45,2.0,5.0,23.0,328.0,251.0,251.0,4.17,10.03,10.03,29.16,29.16,26.06,40.46,3.05,2.96,3.05,2.96,44.0,10.0,3.0,57.0,3.0,2.0,0.0,42.0,11.0,1.0,1.34,1.44,0.27,2.0,1.0,0.0,57.0,54.0,54.0,0.41,0.46,0.46,2.99,2.99,2.92,17.04,2.88,258.0,45.0,0.05,0.12,1.0,3.0,1.0,3.0
8480184,2021,Gustav Lindstrom,DET,D,other,63,847.0,20.0,2.97,0.29,0.38,0.18,0.45,0.2,0.44,111.0,1.35,0.1,0.11,0.29,0.04,0.84,0.62,0.1,0.1,0.1,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.03,0.0,0.0,0.13,0.13,0.13,20.0,0.0,6.0,1.0,13.0,0.0,4.0,3.0,13.0,0.0,0.0,3878.0,0.0,0.0,0.0,2.0,3.48,1.14,1.14,1.14,1.14,1.0,4.0,1.0,6.0,1.0,0.0,0.0,3.0,0.0,2.0,0.14,0.0,1.01,0.0,0.0,1.0,6.0,5.0,5.0,0.07,0.0,0.0,1.21,1.21,1.21,14.74,2.81,2.72,2.81,2.72,13.0,7.0,7.0,27.0,1.0,2.0,0.0,13.0,3.0,4.0,0.57,0.51,1.73,0.0,0.0,1.0,27.0,20.0,20.0,0.34,0.68,0.68,2.47,2.47,2.39,10.25,16.72,81.0,99.0,0.04,0.0,1.0,0.0,1.0,0.0
8480184,2021,Gustav Lindstrom,DET,D,all,63,60926.0,1283.0,4.57,0.43,0.48,0.43,0.48,0.44,0.48,329.0,34.72,1.3,1.97,8.72,1.08,21.34,16.6,1.29,1.28,1.27,3.0,9.0,41.0,10.0,28.0,79.0,13.0,1.0,5.0,0.0,13.0,2.0,12.0,18.0,40.0,50.0,11.0,22.0,0.0,59.0,9.0,23.0,49.0,2.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,78.33,51.0,50.84,21.0,0.4,0.95,0.0,1.7,1.68,1.66,1283.0,115.0,167.0,188.0,813.0,130.0,170.0,153.0,830.0,0.0,0.0,168236.0,22.0,14.0,5.0,77.0,423.65,38.3,37.22,38.12,37.03,445.0,134.0,180.0,759.0,33.0,37.0,6.0,426.0,116.0,37.0,12.45,14.39,11.46,11.0,14.0,8.0,751.26,579.0,577.57,5.94,8.78,9.05,35.21,35.02,34.48,540.31,50.15,48.39,50.95,49.19,546.0,203.0,265.0,1014.0,54.0,34.0,5.0,541.0,163.0,45.0,15.46,20.26,14.43,23.0,19.0,12.0,1034.75,749.0,761.01,8.35,6.19,5.98,52.52,53.41,51.99,148.49,161.58,2472.0,2631.0,0.0,0.0,0.0,0.0,0.0,0.0
8480184,2021,Gustav Lindstrom,DET,D,5on5,63,55375.0,1152.0,4.57,0.47,0.48,0.45,0.47,0.46,0.46,284.0,30.56,1.08,1.74,7.91,0.96,19.44,13.88,1.07,1.06,1.05,3.0,8.0,38.0,7.0,26.0,71.0,12.0,1.0,5.0,0.0,13.0,1.0,11.0,14.0,37.0,44.0,11.0,22.0,0.0,55.0,9.0,22.0,43.0,2.0,0.0,0.78,0.3,0.0,1.0,0.0,0.0,70.32,45.0,44.84,20.0,0.34,0.95,0.0,1.42,1.4,1.38,1152.0,107.0,133.0,181.0,731.0,125.0,147.0,138.0,742.0,0.0,0.0,131446.0,22.0,10.0,4.0,68.0,405.43,35.23,34.2,35.05,34.01,428.0,127.0,177.0,732.0,32.0,35.0,6.0,413.0,109.0,33.0,12.04,13.48,9.72,11.0,14.0,7.0,724.26,555.0,553.57,5.68,8.05,8.31,32.6,32.41,31.91,463.24,39.78,38.56,40.57,39.36,469.0,177.0,232.0,878.0,45.0,27.0,4.0,467.0,150.0,29.0,13.39,18.48,7.91,19.0,18.0,8.0,898.75,646.0,658.01,6.44,4.93,4.71,41.5,42.39,41.43,92.6,99.19,1809.0,2034.0,6.51,0.73,97.0,16.0,78.0,13.0
8480184,2021,Gustav Lindstrom,DET,D,4on5,63,4559.0,95.0,5.12,0.17,0.22,0.13,0.18,0.15,0.21,166.0,2.1,0.09,0.07,0.27,0.05,0.73,1.79,0.09,0.09,0.09,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.01,0.0,0.0,0.1,0.1,0.1,95.0,2.0,27.0,5.0,61.0,1.0,15.0,12.0,67.0,0.0,0.0,9129.0,0.0,0.0,0.0,0.0,11.72,1.55,1.52,1.55,1.52,15.0,0.0,1.0,16.0,0.0,2.0,0.0,8.0,5.0,2.0,0.18,0.63,0.73,0.0,0.0,0.0,16.0,15.0,15.0,0.13,0.73,0.73,0.94,0.94,0.94,61.62,7.54,7.09,7.54,7.09,63.0,19.0,26.0,108.0,8.0,5.0,1.0,60.0,10.0,12.0,1.47,1.27,4.8,4.0,1.0,3.0,108.0,82.0,82.0,1.56,0.59,0.59,8.53,8.53,8.15,3.19,11.62,52.0,236.0,0.2,0.02,4.0,1.0,3.0,1.0
8480184,2021,Gustav Lindstrom,DET,D,5on4,63,145.0,16.0,0.47,0.96,0.76,0.8,0.8,0.8,0.79,72.0,0.7,0.03,0.05,0.25,0.03,0.33,0.31,0.03,0.03,0.03,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.04,0.04,0.04,16.0,6.0,1.0,1.0,8.0,4.0,4.0,0.0,8.0,0.0,0.0,5321.0,0.0,4.0,1.0,2.0,3.03,0.38,0.35,0.38,0.35,1.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.1,0.28,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.07,0.0,0.0,0.45,0.45,0.42,0.7,0.02,0.02,0.02,0.02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,8.25,2.58,103.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8478864,2021,Kirill Kaprizov,MIN,L,other,81,6557.0,98.0,93.83,0.57,0.42,0.69,0.44,0.69,0.44,207.0,33.62,7.51,2.28,5.94,1.11,19.78,10.4,7.28,7.51,7.28,7.0,3.0,33.0,14.0,15.0,62.0,22.0,12.0,1.0,0.0,9.0,0.0,12.0,13.0,21.0,35.0,2.0,4.0,1.0,6.0,5.0,1.0,28.0,8.0,11.0,1.11,0.99,5.41,3.0,2.0,7.0,62.0,47.0,47.0,0.0,0.74,0.48,0.0,8.25,8.25,8.0,98.0,31.0,0.0,11.0,56.0,13.0,15.0,24.0,46.0,1.0,1.0,6625.0,4.0,6.0,3.0,3.0,112.72,21.82,20.24,21.82,20.24,123.0,32.0,54.0,209.0,29.0,8.0,1.0,87.0,35.0,33.0,3.38,4.23,14.21,7.0,7.0,15.0,209.0,155.0,155.0,2.85,2.53,2.53,22.14,22.14,21.04,48.17,16.33,15.76,16.33,15.76,51.0,19.0,23.0,93.0,16.0,1.0,0.0,37.0,7.0,26.0,1.36,0.88,14.1,2.0,0.0,14.0,93.0,70.0,70.0,0.74,0.33,0.33,16.74,16.74,16.32,13.5,18.97,129.0,165.0,0.07,0.04,1.0,1.0,1.0,1.0
8478864,2021,Kirill Kaprizov,MIN,L,all,81,92864.0,1576.0,112.88,0.61,0.46,0.61,0.46,0.6,0.46,217.0,289.14,31.19,20.64,62.5,9.34,166.44,109.88,30.24,31.46,30.5,39.0,22.0,289.0,111.0,115.0,515.0,108.0,47.0,19.0,5.0,74.0,5.0,123.0,132.0,242.0,353.0,16.0,34.0,5.0,73.0,57.0,72.0,286.0,82.0,32.0,9.62,9.68,11.89,21.0,13.0,13.0,520.9,400.0,403.47,16.0,4.78,3.57,3.12,32.85,33.09,32.25,1576.0,336.0,90.0,270.0,880.0,222.0,248.0,268.0,838.0,5.0,4.0,203034.0,34.0,82.0,41.0,29.0,969.47,101.55,97.56,102.28,98.28,995.0,356.0,451.0,1802.0,135.0,71.0,15.0,982.0,266.0,103.0,30.33,31.8,39.43,49.0,43.0,43.0,1820.34,1351.0,1361.56,17.01,15.11,15.11,103.46,104.24,101.23,636.32,64.23,62.28,64.21,62.25,665.0,222.0,277.0,1164.0,69.0,35.0,10.0,656.0,168.0,63.0,18.44,21.11,24.68,20.0,23.0,26.0,1156.58,887.0,885.72,8.65,8.35,8.17,64.7,64.53,63.34,149.89,176.31,2878.0,3411.0,0.0,0.0,0.0,0.0,0.0,0.0
8478864,2021,Kirill Kaprizov,MIN,L,5on5,81,71143.0,1326.0,112.88,0.53,0.54,0.54,0.5,0.53,0.5,217.0,196.7,17.37,13.18,45.17,6.29,107.01,78.99,17.06,17.63,17.31,26.0,11.0,188.0,80.0,69.0,337.0,62.0,25.0,14.0,4.0,50.0,4.0,75.0,100.0,163.0,243.0,12.0,24.0,3.0,64.0,52.0,56.0,199.0,54.0,15.0,6.78,6.38,4.21,14.0,6.0,5.0,342.91,268.0,271.47,14.0,2.74,2.43,2.9,17.2,17.44,17.32,1326.0,201.0,88.0,246.0,791.0,180.0,225.0,213.0,708.0,3.0,2.0,162130.0,24.0,72.0,36.0,26.0,619.4,50.41,49.34,51.15,50.05,621.0,243.0,301.0,1165.0,74.0,39.0,10.0,658.0,169.0,37.0,20.35,19.9,10.17,34.0,27.0,13.0,1183.34,864.0,874.56,8.45,7.86,7.86,51.01,51.78,51.06,548.85,44.61,43.24,44.59,43.21,569.0,195.0,243.0,1007.0,51.0,34.0,10.0,582.0,149.0,33.0,16.17,18.91,9.52,17.0,23.0,11.0,999.58,764.0,762.72,7.48,8.01,7.84,44.25,44.08,43.3,110.19,95.59,2429.0,2435.0,1.07,2.08,28.0,44.0,24.0,33.0
8478864,2021,Kirill Kaprizov,MIN,L,4on5,81,140.0,10.0,20.68,0.0,0.05,0.0,0.1,0.0,0.1,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,8.0,1.0,3.0,2.0,4.0,0.0,0.0,4333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,10.73,13.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
8478864,2021,Kirill Kaprizov,MIN,L,5on4,81,15024.0,142.0,110.63,0.9,0.83,0.87,0.81,0.87,0.77,161.0,56.12,6.12,5.02,10.83,1.86,38.03,19.15,5.71,6.12,5.71,6.0,8.0,65.0,16.0,31.0,112.0,23.0,9.0,4.0,1.0,14.0,1.0,34.0,19.0,56.0,72.0,2.0,6.0,1.0,3.0,0.0,14.0,56.0,19.0,6.0,1.63,2.22,2.27,3.0,5.0,1.0,112.0,81.0,81.0,2.0,1.26,0.66,0.22,7.15,7.15,6.7,142.0,103.0,1.0,13.0,25.0,28.0,5.0,29.0,80.0,1.0,0.0,8905.0,6.0,2.0,1.0,0.0,234.64,29.12,27.8,29.12,27.8,248.0,80.0,96.0,424.0,31.0,24.0,4.0,234.0,61.0,33.0,6.5,7.57,15.04,7.0,9.0,15.0,424.0,328.0,328.0,5.66,4.71,4.71,30.07,30.07,28.9,37.73,3.15,3.14,3.15,3.14,44.0,7.0,10.0,61.0,2.0,0.0,0.0,36.0,11.0,4.0,0.89,1.21,1.05,1.0,0.0,1.0,61.0,51.0,51.0,0.41,0.0,0.0,3.56,3.56,3.55,16.33,3.45,219.0,52.0,0.04,0.09,2.0,4.0,1.0,4.0
